pasar,komoditas,satuan,harga,tanggal_lengkap
Sepinggan,Sayuran Kangkung,ikat,9000,2/25/2026
Sepinggan,Sayuran Kangkung,ikat,9000,2/26/2026
Sepinggan,Sayuran Kangkung,ikat,9000,2/27/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/1/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/5/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/6/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/9/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/10/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/11/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/12/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/13/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/17/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/25/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/26/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/27/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/30/2026
Sepinggan,Sayuran Kangkung,ikat,9000,3/31/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/2/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/4/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/5/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/6/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/6/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/7/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/8/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/9/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/10/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/13/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/14/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/15/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/16/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/17/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/20/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/21/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/22/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/23/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/24/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/27/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/28/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/29/2026
Sepinggan,Sayuran Kangkung,ikat,9000,4/30/2026
Sepinggan,Sayuran Kangkung,ikat,9000,5/7/2026
Sepinggan,Sayuran Kangkung,ikat,9000,5/8/2026
Sepinggan,Sayuran Kangkung,ikat,9000,5/11/2026
Sepinggan,Sayuran Kangkung,ikat,9000,5/12/2026
Sepinggan,Sayuran Kangkung,ikat,9000,5/13/2026
Sepinggan,Sayuran Kangkung,ikat,9000,5/18/2026
Sepinggan,Sayuran Kangkung,ikat,9000,5/19/2026
Sepinggan,Sayuran Kangkung,ikat,9000,5/20/2026
Sepinggan,Sayuran Kangkung,ikat,9000,5/21/2026
Sepinggan,Sayuran Kangkung,ikat,9000,5/22/2026
Sepinggan,Sayuran Sawi,ikat,12000,1/1/2024
Sepinggan,Sayuran Sawi,ikat,10000,1/2/2024
Sepinggan,Sayuran Sawi,ikat,7000,1/3/2024
Sepinggan,Sayuran Sawi,ikat,8000,1/4/2024
Sepinggan,Sayuran Sawi,ikat,8000,1/5/2024
Sepinggan,Sayuran Sawi,ikat,10000,1/8/2024
Sepinggan,Sayuran Sawi,ikat,15000,1/9/2024
Sepinggan,Sayuran Sawi,ikat,8000,1/10/2024
Sepinggan,Sayuran Sawi,ikat,10000,1/11/2024
Sepinggan,Sayuran Sawi,ikat,15000,1/12/2024
Sepinggan,Sayuran Sawi,ikat,13000,1/15/2024
Sepinggan,Sayuran Sawi,ikat,12000,1/16/2024
Sepinggan,Sayuran Sawi,ikat,12000,1/17/2024
Sepinggan,Sayuran Sawi,ikat,15000,1/18/2024
Sepinggan,Sayuran Sawi,ikat,15000,1/19/2024
Sepinggan,Sayuran Sawi,ikat,15000,1/22/2024
Sepinggan,Sayuran Sawi,ikat,16000,1/23/2024
Sepinggan,Sayuran Sawi,ikat,15000,1/24/2024
Sepinggan,Sayuran Sawi,ikat,10000,1/25/2024
Sepinggan,Sayuran Sawi,ikat,10000,1/26/2024
Sepinggan,Sayuran Sawi,ikat,15000,1/29/2024
Sepinggan,Sayuran Sawi,ikat,12000,1/30/2024
Sepinggan,Sayuran Sawi,ikat,12000,1/31/2024
Sepinggan,Sayuran Sawi,ikat,7000,2/1/2024
Sepinggan,Sayuran Sawi,ikat,10000,2/5/2024
Sepinggan,Sayuran Sawi,ikat,12000,2/6/2024
Sepinggan,Sayuran Sawi,ikat,12000,2/7/2024
Sepinggan,Sayuran Sawi,ikat,12000,2/12/2024
Sepinggan,Sayuran Sawi,ikat,12000,2/13/2024
Sepinggan,Sayuran Sawi,ikat,12000,2/15/2024
Sepinggan,Sayuran Sawi,ikat,20000,2/16/2024
Sepinggan,Sayuran Sawi,ikat,10000,2/19/2024
Sepinggan,Sayuran Sawi,ikat,10000,2/20/2024
Sepinggan,Sayuran Sawi,ikat,11000,2/21/2024
Sepinggan,Sayuran Sawi,ikat,11000,2/22/2024
Sepinggan,Sayuran Sawi,ikat,11000,2/23/2024
Sepinggan,Sayuran Sawi,ikat,12000,2/26/2024
Sepinggan,Sayuran Sawi,ikat,8000,2/27/2024
Sepinggan,Sayuran Sawi,ikat,7000,2/28/2024
Sepinggan,Sayuran Sawi,ikat,7000,2/29/2024
Sepinggan,Sayuran Sawi,ikat,8000,3/4/2024
Sepinggan,Sayuran Sawi,ikat,8000,3/5/2024
Sepinggan,Sayuran Sawi,ikat,6000,3/6/2024
Sepinggan,Sayuran Sawi,ikat,6000,3/7/2024
Sepinggan,Sayuran Sawi,ikat,6000,3/8/2024
Sepinggan,Sayuran Sawi,ikat,8000,3/13/2024
Sepinggan,Sayuran Sawi,ikat,8000,3/14/2024
Sepinggan,Sayuran Sawi,ikat,10000,3/15/2024
Sepinggan,Sayuran Sawi,ikat,6000,3/18/2024
Sepinggan,Sayuran Sawi,ikat,6000,3/19/2024
Sepinggan,Sayuran Sawi,ikat,8000,3/20/2024
Sepinggan,Sayuran Sawi,ikat,8000,3/21/2024
Sepinggan,Sayuran Sawi,ikat,7000,3/22/2024
Sepinggan,Sayuran Sawi,ikat,7000,3/25/2024
Sepinggan,Sayuran Sawi,ikat,5000,3/26/2024
Sepinggan,Sayuran Sawi,ikat,6000,3/27/2024
Sepinggan,Sayuran Sawi,ikat,6000,3/28/2024
Sepinggan,Sayuran Sawi,ikat,8000,4/1/2024
Sepinggan,Sayuran Sawi,ikat,5000,4/2/2024
Sepinggan,Sayuran Sawi,ikat,17000,4/2/2024
Sepinggan,Sayuran Sawi,ikat,5000,4/3/2024
Sepinggan,Sayuran Sawi,ikat,17000,4/3/2024
Sepinggan,Sayuran Sawi,ikat,5000,4/4/2024
Sepinggan,Sayuran Sawi,ikat,5000,4/5/2024
Sepinggan,Sayuran Sawi,ikat,10000,4/16/2024
Sepinggan,Sayuran Sawi,ikat,10000,4/17/2024
Sepinggan,Sayuran Sawi,ikat,9000,4/18/2024
Sepinggan,Sayuran Sawi,ikat,9000,4/19/2024
Sepinggan,Sayuran Sawi,ikat,10000,4/22/2024
Sepinggan,Sayuran Sawi,ikat,10000,4/23/2024
Sepinggan,Sayuran Sawi,ikat,10000,4/24/2024
Sepinggan,Sayuran Sawi,ikat,10000,4/25/2024
Sepinggan,Sayuran Sawi,ikat,10000,4/26/2024
Sepinggan,Sayuran Sawi,ikat,15000,4/29/2024
Sepinggan,Sayuran Sawi,ikat,15000,4/30/2024
Sepinggan,Sayuran Sawi,ikat,25000,5/6/2024
Sepinggan,Sayuran Sawi,ikat,25000,5/7/2024
Sepinggan,Sayuran Sawi,ikat,26000,5/8/2024
Sepinggan,Sayuran Sawi,ikat,26000,5/13/2024
Sepinggan,Sayuran Sawi,ikat,20000,5/14/2024
Sepinggan,Sayuran Sawi,ikat,13000,5/15/2024
Sepinggan,Sayuran Sawi,ikat,13000,5/16/2024
Sepinggan,Sayuran Sawi,ikat,20000,5/17/2024
Sepinggan,Sayuran Sawi,ikat,11000,5/20/2024
Sepinggan,Sayuran Sawi,ikat,11000,5/21/2024
Sepinggan,Sayuran Sawi,ikat,22000,5/22/2024
Sepinggan,Sayuran Sawi,ikat,22000,5/27/2024
Sepinggan,Sayuran Sawi,ikat,25000,5/28/2024
Sepinggan,Sayuran Sawi,ikat,25000,5/30/2024
Sepinggan,Sayuran Sawi,ikat,25000,5/31/2024
Sepinggan,Sayuran Sawi,ikat,17000,6/3/2024
Sepinggan,Sayuran Sawi,ikat,21500,6/4/2024
Sepinggan,Sayuran Sawi,ikat,26000,6/5/2024
Sepinggan,Sayuran Sawi,ikat,26000,6/6/2024
Sepinggan,Sayuran Sawi,ikat,26000,6/7/2024
Sepinggan,Sayuran Sawi,ikat,26000,6/10/2024
Sepinggan,Sayuran Sawi,ikat,20000,6/11/2024
Sepinggan,Sayuran Sawi,ikat,20000,6/12/2024
Sepinggan,Sayuran Sawi,ikat,20000,6/13/2024
Sepinggan,Sayuran Sawi,ikat,20000,6/14/2024
Sepinggan,Sayuran Sawi,ikat,15000,6/19/2024
Sepinggan,Sayuran Sawi,ikat,15000,6/20/2024
Sepinggan,Sayuran Sawi,ikat,15000,6/21/2024
Sepinggan,Sayuran Sawi,ikat,15000,6/24/2024
Sepinggan,Sayuran Sawi,ikat,15000,6/25/2024
Sepinggan,Sayuran Sawi,ikat,10000,6/26/2024
Sepinggan,Sayuran Sawi,ikat,10000,6/27/2024
Sepinggan,Sayuran Sawi,ikat,10000,6/28/2024
Sepinggan,Sayuran Sawi,ikat,12000,7/1/2024
Sepinggan,Sayuran Sawi,ikat,9000,7/1/2024
Sepinggan,Sayuran Sawi,ikat,10000,7/2/2024
Sepinggan,Sayuran Sawi,ikat,9000,7/2/2024
Sepinggan,Sayuran Sawi,ikat,10000,7/3/2024
Sepinggan,Sayuran Sawi,ikat,10000,7/4/2024
Sepinggan,Sayuran Sawi,ikat,10000,7/5/2024
Sepinggan,Sayuran Sawi,ikat,12000,7/8/2024
Sepinggan,Sayuran Sawi,ikat,10000,7/9/2024
Sepinggan,Sayuran Sawi,ikat,15000,7/10/2024
Sepinggan,Sayuran Sawi,ikat,15000,7/11/2024
Sepinggan,Sayuran Sawi,ikat,15000,7/12/2024
Sepinggan,Sayuran Sawi,ikat,17500,7/15/2024
Sepinggan,Sayuran Sawi,ikat,17500,7/16/2024
Sepinggan,Sayuran Sawi,ikat,17500,7/17/2024
Sepinggan,Sayuran Sawi,ikat,15000,7/18/2024
Sepinggan,Sayuran Sawi,ikat,15000,7/19/2024
Sepinggan,Sayuran Sawi,ikat,15000,7/22/2024
Sepinggan,Sayuran Sawi,ikat,15000,7/23/2024
Sepinggan,Sayuran Sawi,ikat,15000,7/24/2024
Sepinggan,Sayuran Sawi,ikat,15000,7/25/2024
Sepinggan,Sayuran Sawi,ikat,15000,7/26/2024
Sepinggan,Sayuran Sawi,ikat,10000,7/29/2024
Sepinggan,Sayuran Sawi,ikat,12000,7/30/2024
Sepinggan,Sayuran Sawi,ikat,9000,7/31/2024
Sepinggan,Sayuran Sawi,ikat,9000,8/5/2024
Sepinggan,Sayuran Sawi,ikat,9000,8/6/2024
Sepinggan,Sayuran Sawi,ikat,9000,8/7/2024
Sepinggan,Sayuran Sawi,ikat,9000,8/8/2024
Sepinggan,Sayuran Sawi,ikat,9000,8/9/2024
Sepinggan,Sayuran Sawi,ikat,12000,8/12/2024
Sepinggan,Sayuran Sawi,ikat,12000,8/13/2024
Sepinggan,Sayuran Sawi,ikat,20000,8/14/2024
Sepinggan,Sayuran Sawi,ikat,20000,8/15/2024
Sepinggan,Sayuran Sawi,ikat,20000,8/16/2024
Sepinggan,Sayuran Sawi,ikat,20000,8/19/2024
Sepinggan,Sayuran Sawi,ikat,20000,8/20/2024
Sepinggan,Sayuran Sawi,ikat,20000,8/21/2024
Sepinggan,Sayuran Sawi,ikat,10000,8/22/2024
Sepinggan,Sayuran Sawi,ikat,10000,8/23/2024
Sepinggan,Sayuran Sawi,ikat,14000,8/26/2024
Sepinggan,Sayuran Sawi,ikat,14000,8/27/2024
Sepinggan,Sayuran Sawi,ikat,12000,8/28/2024
Sepinggan,Sayuran Sawi,ikat,12000,8/29/2024
Sepinggan,Sayuran Sawi,ikat,15000,8/30/2024
Sepinggan,Sayuran Sawi,ikat,12000,9/1/2024
Sepinggan,Sayuran Sawi,ikat,25000,9/2/2024
Sepinggan,Sayuran Sawi,ikat,7000,9/2/2024
Sepinggan,Sayuran Sawi,ikat,25000,9/3/2024
Sepinggan,Sayuran Sawi,ikat,7000,9/3/2024
Sepinggan,Sayuran Sawi,ikat,15000,9/4/2024
Sepinggan,Sayuran Sawi,ikat,7500,9/4/2024
Sepinggan,Sayuran Sawi,ikat,19000,9/5/2024
Sepinggan,Sayuran Sawi,ikat,10000,9/6/2024
Sepinggan,Sayuran Sawi,ikat,12000,9/9/2024
Sepinggan,Sayuran Sawi,ikat,12000,9/10/2024
Sepinggan,Sayuran Sawi,ikat,10000,9/11/2024
Sepinggan,Sayuran Sawi,ikat,11000,9/12/2024
Sepinggan,Sayuran Sawi,ikat,11000,9/13/2024
Sepinggan,Sayuran Sawi,ikat,15000,9/17/2024
Sepinggan,Sayuran Sawi,ikat,15000,9/18/2024
Sepinggan,Sayuran Sawi,ikat,15000,9/19/2024
Sepinggan,Sayuran Sawi,ikat,15000,9/20/2024
Sepinggan,Sayuran Sawi,ikat,10000,9/23/2024
Sepinggan,Sayuran Sawi,ikat,10000,9/24/2024
Sepinggan,Sayuran Sawi,ikat,7000,9/25/2024
Sepinggan,Sayuran Sawi,ikat,7000,9/26/2024
Sepinggan,Sayuran Sawi,ikat,7000,9/27/2024
Sepinggan,Sayuran Sawi,ikat,8000,9/30/2024
Sepinggan,Sayuran Sawi,ikat,10000,10/1/2024
Sepinggan,Sayuran Sawi,ikat,10000,10/7/2024
Sepinggan,Sayuran Sawi,ikat,10000,10/8/2024
Sepinggan,Sayuran Sawi,ikat,5000,10/9/2024
Sepinggan,Sayuran Sawi,ikat,5000,10/10/2024
Sepinggan,Sayuran Sawi,ikat,10000,10/11/2024
Sepinggan,Sayuran Sawi,ikat,10000,10/14/2024
Sepinggan,Sayuran Sawi,ikat,10000,10/15/2024
Sepinggan,Sayuran Sawi,ikat,8000,10/16/2024
Sepinggan,Sayuran Sawi,ikat,8000,10/17/2024
Sepinggan,Sayuran Sawi,ikat,8000,10/18/2024
Sepinggan,Sayuran Sawi,ikat,10000,10/21/2024
Sepinggan,Sayuran Sawi,ikat,10000,10/22/2024
Sepinggan,Sayuran Sawi,ikat,10000,10/23/2024
Sepinggan,Sayuran Sawi,ikat,10000,10/24/2024
Sepinggan,Sayuran Sawi,ikat,10000,10/25/2024
Sepinggan,Sayuran Sawi,ikat,11000,10/28/2024
Sepinggan,Sayuran Sawi,ikat,11000,10/29/2024
Sepinggan,Sayuran Sawi,ikat,11000,10/30/2024
Sepinggan,Sayuran Sawi,ikat,11000,10/31/2024
Sepinggan,Sayuran Sawi,ikat,8000,11/4/2024
Sepinggan,Sayuran Sawi,ikat,8000,11/5/2024
Sepinggan,Sayuran Sawi,ikat,10000,11/6/2024
Sepinggan,Sayuran Sawi,ikat,10000,11/7/2024
Sepinggan,Sayuran Sawi,ikat,10000,11/8/2024
Sepinggan,Sayuran Sawi,ikat,10000,11/11/2024
Sepinggan,Sayuran Sawi,ikat,10000,11/12/2024
Sepinggan,Sayuran Sawi,ikat,10000,11/13/2024
Sepinggan,Sayuran Sawi,ikat,9000,11/14/2024
Sepinggan,Sayuran Sawi,ikat,10000,11/15/2024
Sepinggan,Sayuran Sawi,ikat,10000,11/18/2024
Sepinggan,Sayuran Sawi,ikat,7000,11/19/2024
Sepinggan,Sayuran Sawi,ikat,7000,11/20/2024
Sepinggan,Sayuran Sawi,ikat,7000,11/21/2024
Sepinggan,Sayuran Sawi,ikat,7000,11/22/2024
Sepinggan,Sayuran Sawi,ikat,8000,11/25/2024
Sepinggan,Sayuran Sawi,ikat,8000,11/26/2024
Sepinggan,Sayuran Sawi,ikat,10000,11/28/2024
Sepinggan,Sayuran Sawi,ikat,10000,11/29/2024
Sepinggan,Sayuran Sawi,ikat,10000,12/2/2024
Sepinggan,Sayuran Sawi,ikat,10000,12/3/2024
Sepinggan,Sayuran Sawi,ikat,10000,12/4/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/5/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/6/2024
Sepinggan,Sayuran Sawi,ikat,17000,12/9/2024
Sepinggan,Sayuran Sawi,ikat,17000,12/10/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/11/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/12/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/13/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/16/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/17/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/18/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/19/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/20/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/23/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/24/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/27/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/30/2024
Sepinggan,Sayuran Sawi,ikat,15000,12/31/2024
Sepinggan,Sayuran Sawi,ikat,15000,1/2/2025
Sepinggan,Sayuran Sawi,ikat,15000,1/3/2025
Sepinggan,Sayuran Sawi,ikat,11000,1/3/2025
Sepinggan,Sayuran Sawi,ikat,11000,1/4/2025
Sepinggan,Sayuran Sawi,ikat,15000,1/6/2025
Sepinggan,Sayuran Sawi,ikat,15000,1/7/2025
Sepinggan,Sayuran Sawi,ikat,15000,1/8/2025
Sepinggan,Sayuran Sawi,ikat,15000,1/9/2025
Sepinggan,Sayuran Sawi,ikat,15000,1/10/2025
Sepinggan,Sayuran Sawi,ikat,15000,1/13/2025
Sepinggan,Sayuran Sawi,ikat,15000,1/14/2025
Sepinggan,Sayuran Sawi,ikat,15000,1/15/2025
Sepinggan,Sayuran Sawi,ikat,15000,1/16/2025
Sepinggan,Sayuran Sawi,ikat,15000,1/20/2025
Sepinggan,Sayuran Sawi,ikat,11000,1/21/2025
Sepinggan,Sayuran Sawi,ikat,11000,1/22/2025
Sepinggan,Sayuran Sawi,ikat,11000,1/23/2025
Sepinggan,Sayuran Sawi,ikat,11000,1/24/2025
Sepinggan,Sayuran Sawi,ikat,11000,1/30/2025
Sepinggan,Sayuran Sawi,ikat,11000,1/31/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/3/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/4/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/5/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/6/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/7/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/10/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/11/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/12/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/13/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/14/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/17/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/18/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/19/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/20/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/21/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/24/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/25/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/26/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/27/2025
Sepinggan,Sayuran Sawi,ikat,11000,2/28/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/5/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/6/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/7/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/10/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/11/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/12/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/13/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/14/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/17/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/18/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/19/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/20/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/21/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/24/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/25/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/26/2025
Sepinggan,Sayuran Sawi,ikat,11000,3/27/2025
Sepinggan,Sayuran Sawi,ikat,12000,4/2/2025
Sepinggan,Sayuran Sawi,ikat,12000,4/5/2025
Sepinggan,Sayuran Sawi,ikat,12000,4/6/2025
Sepinggan,Sayuran Sawi,ikat,11000,4/8/2025
Sepinggan,Sayuran Sawi,ikat,11000,4/9/2025
Sepinggan,Sayuran Sawi,ikat,11000,4/10/2025
Sepinggan,Sayuran Sawi,ikat,11000,4/11/2025
Sepinggan,Sayuran Sawi,ikat,11000,4/14/2025
Sepinggan,Sayuran Sawi,ikat,11000,4/15/2025
Sepinggan,Sayuran Sawi,ikat,11000,4/16/2025
Sepinggan,Sayuran Sawi,ikat,11000,4/17/2025
Sepinggan,Sayuran Sawi,ikat,12000,4/21/2025
Sepinggan,Sayuran Sawi,ikat,12000,4/22/2025
Sepinggan,Sayuran Sawi,ikat,12000,4/23/2025
Sepinggan,Sayuran Sawi,ikat,12000,4/24/2025
Sepinggan,Sayuran Sawi,ikat,12000,4/25/2025
Sepinggan,Sayuran Sawi,ikat,12000,4/28/2025
Sepinggan,Sayuran Sawi,ikat,12000,4/29/2025
Sepinggan,Sayuran Sawi,ikat,12000,4/30/2025
Sepinggan,Sayuran Sawi,ikat,20000,5/2/2025
Sepinggan,Sayuran Sawi,ikat,20000,5/3/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/7/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/8/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/9/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/14/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/15/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/16/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/19/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/20/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/21/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/22/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/23/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/26/2025
Sepinggan,Sayuran Sawi,ikat,12000,5/27/2025
Sepinggan,Sayuran Sawi,ikat,20000,5/28/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/1/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/4/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/5/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/10/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/11/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/12/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/13/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/16/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/17/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/18/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/19/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/20/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/23/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/24/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/25/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/26/2025
Sepinggan,Sayuran Sawi,ikat,12000,6/30/2025
Sepinggan,Sayuran Sawi,ikat,10000,7/1/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/2/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/3/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/4/2025
Sepinggan,Sayuran Sawi,ikat,10000,7/4/2025
Sepinggan,Sayuran Sawi,ikat,10000,7/5/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/7/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/8/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/9/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/10/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/11/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/14/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/15/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/16/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/17/2025
Sepinggan,Sayuran Sawi,ikat,12000,7/18/2025
Sepinggan,Sayuran Sawi,ikat,8000,7/21/2025
Sepinggan,Sayuran Sawi,ikat,8000,7/22/2025
Sepinggan,Sayuran Sawi,ikat,8000,7/23/2025
Sepinggan,Sayuran Sawi,ikat,8000,7/24/2025
Sepinggan,Sayuran Sawi,ikat,8000,7/25/2025
Sepinggan,Sayuran Sawi,ikat,8000,7/28/2025
Sepinggan,Sayuran Sawi,ikat,8000,7/29/2025
Sepinggan,Sayuran Sawi,ikat,10000,7/30/2025
Sepinggan,Sayuran Sawi,ikat,10000,7/31/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/1/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/2/2025
Sepinggan,Sayuran Sawi,ikat,12000,8/6/2025
Sepinggan,Sayuran Sawi,ikat,12000,8/7/2025
Sepinggan,Sayuran Sawi,ikat,12000,8/8/2025
Sepinggan,Sayuran Sawi,ikat,12000,8/11/2025
Sepinggan,Sayuran Sawi,ikat,12000,8/12/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/13/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/14/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/15/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/19/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/20/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/21/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/22/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/25/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/26/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/27/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/28/2025
Sepinggan,Sayuran Sawi,ikat,10000,8/29/2025
Sepinggan,Sayuran Sawi,ikat,10000,9/3/2025
Sepinggan,Sayuran Sawi,ikat,12000,9/4/2025
Sepinggan,Sayuran Sawi,ikat,12000,9/8/2025
Sepinggan,Sayuran Sawi,ikat,12000,9/9/2025
Sepinggan,Sayuran Sawi,ikat,13000,9/10/2025
Sepinggan,Sayuran Sawi,ikat,13000,9/11/2025
Sepinggan,Sayuran Sawi,ikat,13000,9/12/2025
Sepinggan,Sayuran Sawi,ikat,13000,9/15/2025
Sepinggan,Sayuran Sawi,ikat,13000,9/16/2025
Sepinggan,Sayuran Sawi,ikat,13000,9/17/2025
